,Submission Date,Instituição de ensino superior,"Se outra, qual?",Dentro da minha instituição sou,Idade,Orientação sexual,Caso queiras especificar:,Identidade de género,Caso queiras especificar:.1,Sou intersexo:,Indica o teu conhecimento sobre >> Temas LGBTI+,Indica o teu conhecimento sobre >> Iniciativas dinamizadas sobre temas LGBTI+ na tua faculdade,Indica o teu conhecimento sobre >> A importância da existência de casas de banho neutras,Tens um núcleo LGBTI+ na tua instituição?,Tens conhecimento de alguma iniciativa relacionada com casas de banho neutras na tua instituição?,"Uma casa de banho neutra, para mim, é...",Quão confortável te sentes a usar... >> a casa de banho feminina?,Quão confortável te sentes a usar... >> a casa de banho masculina?,Já usaste uma casa de banho neutra num espaço público?,Quão confortável te sentes ao usar...,Quão confortável achas que te sentirias ao usar...,Queres justificar a tua resposta à pergunta anterior?,A tua instituição tem casas de banho neutras?,Como funcionam e quantas há?,Já sofreste discriminação ao utilizar uma casa de banho pública?,Esse episódio de discriminação foi numa instituição de ensino superior?,Como seria para ti uma casa de banho neutra segura?,Há mais alguma coisa que gostarias de nos dizer?
651,2022/05/28 15:51:10,Outra,Universidade Católica Portuguesa,Alune,22-23,Heteressexual,,Não me identifico com estas opções,,Não,4 - suficiente ,3 - algum,2 - pouco,Não sei,,Uma casa de banho onde qualquer pessoa independente do género idealização sexualidade pode usufruir,5,nunca usei,SIM,3 ,,,Não tenho a certeza,,Não,,,
652,2022/05/28 15:45:48,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Bissexual/Pansexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,"Um espaço seguro,sem rótulos, 

 que permite a utilização de wcs para pessoas que não se identificam no espectro binário da sociedade e possam usufruir de um espaço importante sem passarem por julgamentos sobre o seu género ou comentários discriminatórios ",nunca usei,5,NÃO,,5,,Não,,Sim,Não,Uma casa de banho onde qualquer pessoa pudesse fazer as suas necessidades sem ser alvo de julgamento nem comentários discriminatórios e onde os utilizadores desse mesmo espaço soubessem respeitar todos os outres que utilizam aquele mesmo espaço,
653,2022/05/28 15:45:45,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,2 - pouco,Sim,,,5,nunca usei,SIM,1,,,Não,,Não,,,
654,2022/05/28 15:44:55,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,,5,nunca usei,NÃO,,5,,Não,,Não,,,
655,2022/05/28 15:41:23,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Bissexual/Pansexual,Bissexual/pansexual/demisexual,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,Este formulário,"Um espaço que pessoas podem usar, independentemente do género/sexo.",5,1,NÃO,,4,"A única razão para ter colocado 4 foi porque não sei até que ponto todas as pessoas iriam respeitar a privacidade das outras. Penso que na minha faculdade não haveria problema em partilhar a casa de banho com outros homens, mas é sempre algo que me deixa um pouco insegura.",Não,,Não,,"Desde que as pessoas soubessem respeitar o espaço, deixando-o limpo e respeitando a privacidade des outres. Além disso, gostava que fosse um espaço onde não há discriminação.",
656,2022/05/28 15:38:21,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,,Uma casa de banho neutra para mim é necessária para contribuir para um melhor ambiente onde todos se sentem aceites e onde não existe o constrangimento de ter de utilizar um rótulo com o qual a pessoa não se identifica.,5,nunca usei,SIM,3 ,,,Não,,Não,,,
657,2022/05/28 15:36:06,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,1 - nenhum,2 - pouco,Sim,,,5,1,NÃO,,1,,Não,,Não,,,
658,2022/05/28 15:34:24,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Não sei,,"Para todos, importante porque há quem não se sinta confortável numa casa de banho associada a um género específico, Apenas existem casas de banho disponíveis para 2 géneros",5,2,SIM,4,,,Não,,Não,,Casa de banho com cabines e num local movimentado,
659,2022/05/28 15:33:55,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,5 - muito,Sim,,"Para toda a gente, com o objetivo de não haver discriminação e assim fazendo com que toda a gente se sinta bem e incluida.",5,nunca usei,NÃO,,3 ,,Não,,Não,,,
660,2022/05/28 15:31:59,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,3 - algum,1 - nenhum,1 - nenhum,Não sei,,Completamente descabido e ridículo,5,5,SIM,1,,,Não tenho a certeza,,Não,,,
661,2022/05/28 15:27:07,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,4 - suficiente ,Sim,,"Liberdidade, possibilidade de ser quem é, inclusão, conforto",5,1,NÃO,,3 ,,Não,,Não,,"Haver uma para homens, uma para mulheres, outra para pessoas não binárias",
662,2022/05/28 15:23:16,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Prefiro não responder,22-23,Homossexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Não,,privação às mulheres de um espaço seguro,5,nunca usei,SIM,1,,As casas de banho são espaços que facilmente se encontram vazios e escondidos. A hipótese de um homem me poder atacar numa casa de banho em que ele pode estar deixa-me desconfortável. Acho que não podemos por as mulheres em risco,Não,,Não,,Casas de banho neutras nunca serão seguras,
663,2022/05/28 15:21:51,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,2 - pouco,1 - nenhum,1 - nenhum,Sim,,,nunca usei,5,NÃO,,5,,Não,,Não,,,
664,2022/05/28 15:21:45,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Bissexual/Pansexual,Panssexual,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Sim,Não,Essencial para vermos pessoas como pessoas e não por seu gênero.,5,3 ,SIM,5,,"Havia casas de banho neutras na universidade no Brasil. Me sentia confortável em usá-la, só era um pouco mais suja do que as femininas",Não,,Não,,Limpa.,
665,2022/05/28 15:21:39,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,menos de 18,Bissexual/Pansexual,,Homem cisgénero,,Não,5 - muito,4 - suficiente ,4 - suficiente ,Sim,,,5,4,NÃO,,5,,Não,,Não,,,
666,2022/05/28 15:14:36,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Homossexual,,Pessoa não-binária,,Não,5 - muito,5 - muito,1 - nenhum,Sim,,desnecessário,5,1,SIM,1,,,Não,,Não,,,
667,2022/05/28 15:12:24,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,4 - suficiente ,2 - pouco,Sim,,"aparentemente para quem lá quiser ir, de forma a se sentir mais incluido (?)",1,5,NÃO,,1,,Não tenho a certeza,,Não,,,
668,2022/05/28 15:11:41,Outra,Universidade de Lisboa - Faculdade de Letras,Ex-alune,30-39,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,2 - pouco,4 - suficiente ,Não sei,,"Para pessoas que não se sintam seguras ou que não comprometam a sua segurança. A sua utilização será justificada pelas mesmas razões que as casas de banho, necessidades fisiológicas. O único fator de distinção será que serão um espaço para pessoas que não se estão/ entram no binarismo tipicamente cisnormativo.",nunca usei,3 ,NÃO,,4,,Não tenho a certeza,,Não,,,
669,2022/05/28 15:03:24,Outra,Escola Superior de Educação de Coimbra,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Não sei,,Uma forma de ajudar no combate à discriminação e ser Inclusiva de todos os que a querem usar.,4,1,NÃO,,3 ,Não me sinto confortável em usar casa de banho fora de casa.,Não,,Prefiro não responder,,,
670,2022/05/28 15:02:47,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Em questionamento,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,3 - algum,Sim,,,5,2,NÃO,,3 ,,Não,,Não,,,
671,2022/05/28 15:02:04,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Homem cisgénero,,Não,3 - algum,2 - pouco,3 - algum,Sim,,"It is for everyone, we don't need to be separated by gender to go to a restroom",5,5,SIM,5,,,Não,,Não,,,
672,2022/05/28 14:55:57,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,27-29,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,"Para todas as pessoas, independentemente do género, se sentirem seguras e incluídas",5,3 ,SIM,5,,,Não,,Não,,,
673,2022/05/28 14:52:12,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,"Liberdade, conforto",5,2,SIM,5,,,Não,,Não,,,
674,2022/05/28 14:43:27,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,5 - muito,Sim,,Tem o objetivo de incluir todas as pessoas sem que as mesmas tenham que se definir como género feminino ou masculino,5,nunca usei,SIM,4,,,Não,,Não,,Que tenha todas as condições higiénicas necessárias e que seja um espaço sem julgamentos nem juízos de valor,
675,2022/05/28 14:43:08,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Assexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,"...um espaço para todes, onde se valoriza o conforto e a aceitação. Estaria ao dispor de toda a comunidade, visando o respeito por todas as identidades individuais, para uma instituição mais inclusiva e menos indelicada com este tema.",5,2,SIM,5,,,Não,,Não,,"Uma casa de banho com acesso à produtos de higiene íntima e menstrual, com boas condições de higiene e limpeza, acolhendo também pessoas com mobilidade reduzida.",
676,2022/05/28 14:42:08,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,3 - algum,3 - algum,4 - suficiente ,Sim,,,1,3 ,NÃO,,5,,Não,,Não,,,
677,2022/05/28 14:41:25,Outra,Faculdade de Letras da Universidade do Porto,Alune,20-21,Não quero especificar,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,3 - algum,Não sei,,,5,nunca usei,SIM,2,,Homens...,Não,,Não,,,
678,2022/05/28 14:40:47,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Sim,Esta agora,Uma casa de banho partilhada por todos independente de qualquer identidade de gênero ou outras características,4,5,SIM,5,,É me indiferente quem usa a casa de banho quando estou lá,Não,,Não,,Uma casa de banho como todas as outras,Não
679,2022/05/28 14:39:02,Universidade de Coimbra,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,3 - algum,Não sei,,Importante para todos pois não obriga uma pessoa ao constrangimento de ter que se identificar dentro de um sistema imposto socialmente e não inclusivo a todos.,5,4,SIM,5,,,Não tenho a certeza,,Não,,,
680,2022/05/28 14:38:13,Outra,Escola Superior de Educação de Coimbra,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,5 - muito,Não sei,,"Acho que para qualquer pessoa que não se identifique com o seu género, é importante ter uma casa de banho na qual se sinta à vontade com o seu corpo e com as suas necessidades",3 ,1,NÃO,,3 ,"Coloquei 3 por sentir que seria algo normal. Porém, não posso saber porque nunca tive essa experiência. Sou uma pessoa aberta a novos projetos e ideias e não julgo o que é diferente de mim. Por isto, poder-me-ia sentir à vontade ou não, consoante",Não,,Não,,A verdade é que não sei,
681,2022/05/28 14:37:44,Outra,UNL - FCSH,Alune,24-26,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,3 - algum,5 - muito,Não sei,Não :(,"Liberdade de escolha e segurança, inclusividade",5,2,SIM,5,,,Não,,Não,,,
682,2022/05/28 14:36:58,Outra,Instituto Politécnico de Coimbra - Escola Superior de Educação,Alune,20-21,"Homossexual
Não me identifico com estas opções","Costumo dizer ""gay"" como termo umbrella, atraio-me por mulheres",Pessoa não-binária,,Não,5 - muito,1 - nenhum,5 - muito,Não,,"Uma casa de banho sem identificação de género.  

É para todas as pessoas, com o objetivo de diminuir situações de discriminação, diminuir disforia em quem a sinta.",3 ,2,SIM,5,,,Não tenho a certeza,,Sim,Não,"Seria eliminar a disforia, acabar com o facto de eu ter de pensar 2x na minha expressão de género daquele dia e escolher uma casa de banho que seja mais segura consoante isso.",
683,2022/05/28 14:32:14,Outra,ISMAI,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,1 - nenhum,Não sei,,,5,1,NÃO,,1,,Não,,Não,,,
684,2022/05/28 14:31:20,Outra,Faculdade de Psicologia e de Ciências da Educação da Universidade do Porto,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,3 - algum,Sim,,,5,1,SIM,3 ,,,Não,,Não,,,
685,2022/05/28 14:30:21,Outra,Escola superior de educação de Coimbra,Alune,18-19,Heteressexual,,Não me identifico com estas opções,,Não quero especificar,2 - pouco,2 - pouco,5 - muito,Não sei,,,5,1,NÃO,,5,,Não,,Não,,,
686,2022/05/28 14:30:08,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,3 - algum,5 - muito,Sim,,"Para qualquer pessoa, com o objetivo de pessoas que não se identificam com os géneros binários.",5,2,SIM,5,,"não me importo muito com o genero da casa de banho, desde que ninguem reclame comigo por entrar lá eu entro",Não,,Não,,,
687,2022/05/28 14:29:25,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,2 - pouco,Não sei,Não tenho conhecimento.,É uma casa de banho que qualquer pessoa possa usar independentemente do seu género.,5,1,NÃO,,3 ,"Há sempre o receio, que já nos vem embutido, de ter homens na mesma casa de banho das mulheres, há sempre aquele medo de nos poderem atacar.",Não,,Não,,"Acho que uma casa de banho neutra é uma ideia bastante plausível pois só é necessário ter as divisórias comuns entre as sanitas e o resto é um corredor com lavatórios comum para qualquer pessoa, o importante é a privacidade no momento em que se usa a sanita.",
688,2022/05/28 14:26:57,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,2 - pouco,2 - pouco,3 - algum,Sim,,,4,nunca usei,NÃO,,3 ,,Não,,Não,,,
689,2022/05/28 14:26:14,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,3 - algum,3 - algum,Sim,,"Para qualquer pessoa que queira usufruir do seu direito para usar. Penso que a implementação destas casas de banho vem a quebrar alguns dos ""rótulos"" desta sociedade e que deveria ter como fim uma maior inclusão. Assim, tanto pessoas não binárias como trans, poder-se-iam sentir mais confortáveis, uma vez ainda existe muito preconceito nesta questão.",5,nunca usei,NÃO,,3 ,,Não tenho a certeza,,Não,,,
690,2022/05/28 14:25:53,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Sim,Apenas tenho conhecimento do incetivo a participar deste formulário.,"Para quem quiser usá-la mas especialmente para pessoas que se sentem prejudicadas na sua identidade por terem de escolher um dos géneros binários ou que sentem algum tipo de desconforto ou discriminação quando utilizam a casa de banho supostamente ""correta"". Também é um meio de dar visibilidade e a importância devida a outras identidades de género para além do homem e mulher.",5,3 ,SIM,4,,"Ser uma casa de banho neutra, assumo como sendo uma casa de banho frequentada por pessoas, em geral. Isto não me deixa de todo desconfortável porque sei que foi feita para ser assim, frequentada por qualquer um.",Não,,Não,,"Essencialmente e uma medida que para ser segura tem de ser conhecida e respeitada portanto acho que não deve ser uma casa de banho que viesse substituir uma já existente (p.e. era uma casa de banho das mulheres e agora é neutra, provavelmente as pessoas da instituição iriam continuar a considera-la casa de banho das mulheres, pelo hábito, e seria dificil redifini-la e torna-la neutra e segura).","Provavelmente seria interessante saber se o respondente teria interesse em usar as casas de banho neutras, caso possam existir nas instituições."
691,2022/05/28 14:24:53,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Não me identifico com estas opções,Queer,Pessoa não-binária,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,,"Uma forma de todas as pessoas se sentirem confortáveis. Para mim, o ideal seria uma casa de banho com sanitas e outra com urinois e sanitas. Assim, não se impingiria os símbolos “homem e mulher” extremamente estereotipados e antiquados, e tornaria o ambiente da faculdade em algo muito mais inclusivo e seguro",5,4,SIM,5,,"A única razão pela qual é menos confortável para mim, uma pessoa afab, usar uma casa de banho masculina é devido ao facto de ser socialmente inaceitável. Quando entro numa dessas wc, sou olhada de lado, e há até algumas pessoas que refilam. 

Assim, casas de banho neutras são realmente a melhor experiência, pois não há rótulos",Não,,Prefiro não responder,,,"Retirar os símbolos de “mulher” e “homem” e substituir por figuras de urinois e sanitas. 

Apenas juntar os dois símbolos primeiramente mencionados não é o correto, como já vi em bastantes sítios"
692,2022/05/28 14:24:45,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,,"Creio que é fundamental para quem não se identifica com os padrões normativos de género. Não consigo ver nenhuma desvantagem na sua existência, inclusive só o facto de existirem deixaria as pessoas mais à vontade",5,4,NÃO,,5,Acho que me sentiria igualmente confortável em usar uma casa de banho neutra. A única coisa que me incomoda nas casas de banho é a sua limpeza e não quem as utiliza,Não,,Não,,,
693,2022/05/28 14:21:34,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,24-26,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,2 - pouco,Não,,,5,nunca usei,NÃO,,1,,Não,,Não,,,
694,2022/05/28 14:17:34,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,1 - nenhum,Não sei,,Para pessoas que não se identificam com um dos géneros ( feminino ou masculino),5,nunca usei,NÃO,,1,Acredito que para as outras pessoas seja importante mas eu acho que não me sentiria a vontade,Não,,Não,,,Acho que está bem formulado e esclarecedor. Há termos que desconhecia e fiquei a perceber melhor
695,2022/05/28 14:14:59,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,24-26,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,5 - muito,Sim,Sei que estão discutindo sobre o assunto,"Inclusão, respeito e segurança",5,4,SIM,5,,,Não,,Não,,,
696,2022/05/28 14:14:18,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,2 - pouco,Sim,,Uma casa de banho para quem não se identifica com o seu género. Com o objetivo de ser mais inclusiva.,5,nunca usei,NÃO,,3 ,"Acho que o objetivo da casa de banho pode não ser conseguido e ser usado por todos. Além disso, a casa de banho é um sítio onde também nos podemos arranjar, e eu não me quero estar arranjar a frente de um rapaz.",Não tenho a certeza,,Não,,,"Não. Tudo ok 👍 

Boa sorte com a pesquisa! "
697,2022/05/28 14:09:27,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,"Uma casa de banho que não esteja associada a um género específico, podendo ser utilizada por qualquer um, independentemente do género da pessoa. A iniciativa tem o objetivo de inclusão para toda a gente.",nunca usei,5,NÃO,,5,"Nunca tive essa experiência, mas acredito que não teria problemas, é uma casa de banho destinada a qualquer pessoa.",Não,,Não,,"Uma casa de banho neutra segura deve permitir que todos os utilizadores se sintam confortáveis com a sua utilização, sentindo que para além de ""pertencerem"" ali, também não serão discriminadas de alguma forma.","Concordo e aprecio a iniciativa, têm o meu apoio :)."
698,2022/05/28 14:05:52,Universidade de Lisboa - Instituto Superior Técnico,,Alune,24-26,Heteressexual,,Homem cisgénero,,Não,1 - nenhum,1 - nenhum,1 - nenhum,Sim,,,3 ,5,NÃO,,1,,Não,,Não,,,
699,2022/05/28 14:04:36,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Homossexual,,Pessoa não-binária,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,,"um espaço seguro, aberto a qualquer um",5,5,NÃO,,5,,Não,,Sim,Não,,
700,2022/05/28 14:03:45,Outra,Faculdade de Direito da Universidade do Porto,Alune,20-21,Em questionamento,,Mulher cisgénero,,Não,2 - pouco,1 - nenhum,2 - pouco,Não,,Não faz sentido,5,3 ,NÃO,,2,,Não,,Não,,,
701,2022/05/28 14:03:10,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,1 - nenhum,Não sei,,,5,nunca usei,NÃO,,1,,Não,,Não,,,
702,2022/05/28 14:02:59,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,2 - pouco,Sim,,,2,5,NÃO,,1,,Não,,Não,,,
703,2022/05/28 14:02:44,Outra,Universidade da Beira Interior,Alune,18-19,Homossexual,Lésbica,"Mulher cisgénero
Pessoa não-binária",Mulher Não-Binária,Não,3 - algum,1 - nenhum,5 - muito,Não sei,,Importante e reconfortante.,3 ,1,SIM,5,,Não estar restrita por um espaço público.,Não,,Não,,Divisão e proteção de cada cubículo.,
704,2022/05/28 14:01:49,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,,5,nunca usei,NÃO,,5,,Não tenho a certeza,,Não,,,
705,2022/05/28 14:01:19,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,2 - pouco,1 - nenhum,2 - pouco,Não sei,,,5,2,SIM,5,,,Não tenho a certeza,,Não,,,
706,2022/05/28 14:01:17,Outra,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,Alune,30-39,Bissexual/Pansexual,Gray-A,"Homem trans
Pessoa não-binária",,Não,5 - muito,4 - suficiente ,5 - muito,Não,There are none.,About inclusion and safety for trans and non-binary people.,4,1,SIM,5,,,Não,,Prefiro não responder,,,
707,2022/05/28 13:57:31,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Ex-alune,24-26,Homossexual,,Mulher cisgénero,,Não,5 - muito,3 - algum,4 - suficiente ,Não sei,,,5,4,SIM,5,,,Não tenho a certeza,,Não,,,
708,2022/05/28 13:56:00,Outra,ISCAP,Alune,24-26,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,2 - pouco,Não sei,,,5,2,NÃO,,3 ,,Não tenho a certeza,,Não,,,
709,2022/05/28 13:55:51,Universidade de Coimbra,,Alune,22-23,Não me identifico com estas opções,Queer,Não me identifico com estas opções,Em questionamento,Não,5 - muito,3 - algum,4 - suficiente ,Não,,"Para as pessoas que não se reconhecem dentro a cisgeneriedade, não se sentindo, consequentemente, confortáveis na wc que lhes é ""destinada"" devido ao seu sexo biológico. No limite, e acabando com o que é ""ser-se homem"" e ""ser-se mulher"", seriam wc que não discriminam, nem pelo sexo biológico, nem pela identidade de género.

  

O objetivo é deixar as pessoas confortáveis, nomeadamente, pessoas trans, não-binárias e em questionamento que não se sentem confortáveis em ir a wc's do seu ""género"" atribuído face ao seu sexo de nascença.

  

Porque estas pessoas são recorrentemente vítimas de marginalização, por exemplo,  sobre a forma de bullying ",3 ,4,SIM,5,,"Sinto-me bem, sem que haja ""olhares"" ou expressões de desagrado",Não,,Não,,"Primeiro, que à porta não tivesse o ""bonequinho de mulher/homem""

Segundo, que estivesse adaptada à diversidade genital das pessoas

De resto, um espaço em que as pessoas se sintam confortáveis e não se sintam ameaçadas nem com medo",
710,2022/05/28 13:54:32,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Em questionamento,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Não sei,Não,Inclusiva e para todos,5,3 ,NÃO,,5,,Não,,Não,,,
711,2022/05/28 13:53:42,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Sim,,,5,2,SIM,4,,,Não,,Não,,,
712,2022/05/28 13:52:00,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Assexual,,Mulher cisgénero,,Não,2 - pouco,2 - pouco,1 - nenhum,Não sei,,,5,nunca usei,NÃO,,1,,Não tenho a certeza,,Não,,,
713,2022/05/28 13:50:47,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,24-26,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,5 - muito,4 - suficiente ,Sim,,Um espaço de conforto para quem não se sente bem ou acolhido nas casas de banho regulares.,5,1,NÃO,,1,"Sentir-me-ia tão desconfortável, quanto uma pessoa que não se identifica com o seu sexo biológico, a usar uma WC que o seu sexo biológico com o qual não se identifica a ""obriga"" a usar.",Não,,Sim,Não,"Seria uma casa de banho num espaço em que houvessem também casas de banho não neutras, para que toda a gente se sinta bem e possa usar o que lhe couber melhor. Onde mulheres não fossem obrigadas a ser assedias em quase privado por homens só por não quererem WC's separadas.",
714,2022/05/28 13:50:03,Outra,Faculdade de Engenharia da Universidade do Porto,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,1 - nenhum,1 - nenhum,Não,,,5,1,NÃO,,1,,Não,,Não,,,
715,2022/05/28 13:48:01,Outra,Universidade de Trás os Montes e Alto Douro e Escola Superior de Música e Artes do Espetáculo,Ex-alune,24-26,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,2 - pouco,3 - algum,Não sei,Na Esmae já existe casa de banhos neutras.,,5,1,SIM,3 ,,,Sim,Sei que há no edifício principal e tem três compartimentos,Não,,,
716,2022/05/28 13:47:28,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,3 - algum,Sim,,,5,nunca usei,NÃO,,1,,Não,,Não,,,
717,2022/05/28 13:45:59,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,"muito importante toda a gente na minha faculdade se sentir incluída, longe de preconceito",5,3 ,NÃO,,5,,Não,,Não,,,
718,2022/05/28 13:42:57,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,4 - suficiente ,Sim,,,5,nunca usei,NÃO,,2,,Não,,Não,,,
